"dbn","school","school_type","report_type","principal","superintendent","colocated","colocated_dbns","Universal Literacy","Algebra for All","AP for All","College Access for All (MS)","College Access for All (HS)","Computer Science for All","Single Shepherd","District Charter Partnership","MSQI","Learning Partners","Showcase","Community School","PROSE","Consortium School","Gifted and Talented","Dual Language or Transitional","New Arrivals","Mastery Collaborative","admission_method","Phase out","Renewal","Receivership","Rise","federal_accountability_status","district","bfsc"
27Q362,Wave Preparatory Elementary School,Elementary,EMS,Gemma Ferguson,Mary Barton,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,K: Zoned School,0,,,,Good Standing,27,QFSS
27Q377,P.S. 377,K-1,EC,Tracy Keane,Mary Barton,1,75Q233,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,27,QFSS
27Q400,August Martin High School,High School,HS,Rory Parnell,Michael Alcoff,1,"27Q261, 79M973, 79Q950, 84Q320",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,HS: Unscreened,0,1,,,Good Standing,27,QFSS
27Q475,Richmond Hill High School,High School,HS,Neil Ganesh,Michael Alcoff,0,,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,"HS: Ed. Opt., Screened, Zoned Priority",0,1,,,Good Standing,27,QFSS
27Q480,John Adams High School,High School,HS,Daniel Scanlon,Michael Alcoff,1,"79M645, 79Q950",0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,"HS: Ed. Opt., Screened, Zoned Guarantee",0,,,1,Good Standing,27,QFSS
27Q487,John Adams Yabc,YABC,YABC,,Michael Alcoff,0,"27Q480, 79M645, 79Q950",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,27,QFSS
27Q650,"High School for Construction Trades, Engineering a",High School,HS,Lakeisha Gordon,Elaine Lindsey,1,75Q233,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,HS: Screened,0,,,,Good Standing,27,QFSS
28Q008,J.H.S. 008 Richard S. Grossley,Middle,EMS,Katiana Louissaint,Mabel Sarduy,1,"28Q284, 28Q287",0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,MS: Unscreened,0,,,1,Good Standing,28,QFSS
28Q040,P.S. 040 Samuel Huntington,Elementary,EMS,Alison Branker,Mabel Sarduy,1,28Q312,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K: Zoned School,0,,,,Good Standing,28,QFSS
28Q048,P.S. 048 William Wordsworth,Elementary,EMS,Patricia Mitchell,Mabel Sarduy,1,75Q075,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,K: Zoned School,0,,,,Good Standing,28,QFSS
28Q050,P.S. 050 Talfourd Lawn Elementary School,Elementary,EMS,Rina Manjarrez,Mabel Sarduy,0,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,K: Zoned School,0,,,,Good Standing,28,QFSS
28Q054,P.S. 054 Hillside,Elementary,EMS,Anita Prashad,Mabel Sarduy,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K: Zoned School,0,,,,Good Standing,28,QFSS
28Q055,P.S. 055 Maure,Elementary,EMS,Ralph Honore,Mabel Sarduy,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K: Zoned School,0,,,,Good Standing,28,QFSS
28Q072,Catherine & Count Basie Middle School 72,Middle,EMS,Omotayo Cineus,Mabel Sarduy,1,"28Q332, 75Q993",0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,"MS: Screened: Language, Unscreened",0,,,,Targeted Support and Improvement,28,QFSS
28Q080,PS 80  The Thurgood Marshall Magnet School of Mult,Elementary,EMS,Kersandra Cox,Mabel Sarduy,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K: Zoned School,0,,,,Good Standing,28,QFSS
28Q082,P.S. 082 Hammond,Elementary,EMS,Grisel Rodriguez,Mabel Sarduy,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,K: Zoned School,0,,,,Good Standing,28,QFSS
28Q086,P.S. Q086,Elementary,EMS,Rosita Rivera,Mabel Sarduy,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,K: Zoned School,0,,,,Good Standing,28,QFSS
28Q099,P.S. 099 Kew Gardens,Elementary,EMS,Paulette Foglio,Mabel Sarduy,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K: Zoned School,0,,,,Good Standing,28,QFSS
28Q101,P.S. 101 School in the Gardens,Elementary,EMS,Monique Lopez-Paniagua,Mabel Sarduy,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K: Zoned School,0,,,,Good Standing,28,QFSS
28Q117,P.S. 117 J. Keld / Briarwood School,Elementary,EMS,Paula Cunningham,Mabel Sarduy,0,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,K: Zoned School,0,,,,Good Standing,28,QFSS
28Q121,P.S. 121 Queens,Elementary,EMS,Evelyn Vadi,Mabel Sarduy,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,K: Zoned School,0,,,,Good Standing,28,QFSS
28Q139,P.S. 139 Rego Park,Elementary,EMS,Natalie Perez,Mabel Sarduy,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K: Zoned School,0,,,,Good Standing,28,QFSS
28Q140,P.S. 140 Edward K Ellington,Elementary,EMS,David Norment,Mabel Sarduy,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K: Zoned School,0,,,,Good Standing,28,QFSS
28Q144,P.S. 144 Col Jeromus Remsen,Elementary,EMS,Reva Gluck Schneider,Mabel Sarduy,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,K: Zoned School,0,,,,Good Standing,28,QFSS
28Q157,J.H.S. 157 Stephen A. Halsey,Middle,EMS,Vincent Suraci,Mabel Sarduy,0,,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,MS: Unscreened,0,,,,Good Standing,28,QFSS
28Q157,J.H.S. 157 Stephen A. Halsey,High School,HS,Vincent Suraci,Mabel Sarduy,0,,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,MS: Unscreened,0,,,,Good Standing,28,QFSS
28Q160,P.S. 160 Walter Francis Bishop,Elementary,EMS,Tiffany Hicks,Mabel Sarduy,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K: Zoned School,0,,,,Good Standing,28,QFSS
28Q161,P.S. 161 Arthur Ashe School,Elementary,EMS,Jill Hoder,Mabel Sarduy,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K: Zoned School,0,,,,Good Standing,28,QFSS
28Q167,Metropolitan Expeditionary Learning School,Middle,EMS,Damon Mccord,Kathy Pelles,1,"28Q686, 75Q233",0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,"MS: Limited Unscreened, HS: Limited Unscreened",0,,,,Good Standing,28,AFSA
28Q167,Metropolitan Expeditionary Learning School,High School,HS,Damon Mccord,Kathy Pelles,1,"28Q686, 75Q233",0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,"MS: Limited Unscreened, HS: Limited Unscreened",0,,,,Good Standing,28,AFSA
28Q174,P.S. 174 William Sidney Mount,Elementary,EMS,Karin Kelly,Mabel Sarduy,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,K: Zoned School,0,,,,Good Standing,28,QFSS
28Q175,P.S. 175 The Lynn Gross Discovery School,Elementary,EMS,Patricia Cooper,Mabel Sarduy,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K: Zoned School,0,,,,Good Standing,28,QFSS
28Q182,P.S. 182 Samantha Smith,Elementary,EMS,Andrew Topol,Mabel Sarduy,1,75Q009,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,K: Zoned School,0,,,,Good Standing,28,QFSS
28Q190,J.H.S. 190 Russell Sage,Middle,EMS,John Greggo,Mabel Sarduy,0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,MS: Unscreened,0,,,,Good Standing,28,QFSS
28Q196,P.S. 196 Grand Central Parkway,Elementary,EMS,Susan Migliano,Mabel Sarduy,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K: Zoned School,0,,,,Good Standing,28,QFSS
28Q206,P.S. 206 The Horace Harding School,Elementary,EMS,Joan Thomas,Mabel Sarduy,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K: Zoned School,0,,,,Good Standing,28,QFSS
28Q217,J.H.S. 217 Robert A. Van Wyck,Middle,EMS,Patrick Burns,Mabel Sarduy,0,,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,MS: Unscreened,0,,,,Good Standing,28,QFSS
28Q220,P.S. 220 Edward Mandel,Elementary,EMS,Josette Pizarro,Mabel Sarduy,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,K: Zoned School,0,,,,Good Standing,28,QFSS
28Q284,York Early College Academy,Middle,EMS,Noah Angeles,Fred Walsh,1,"28Q008, 28Q287",0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,"MS: Limited Unscreened, HS: Screened",0,,,,Good Standing,28,AFSA
28Q284,York Early College Academy,High School,HS,Noah Angeles,Fred Walsh,1,"28Q008, 28Q287",0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,"MS: Limited Unscreened, HS: Screened",0,,,,Good Standing,28,AFSA
28Q287,The Emerson School,Middle,EMS,Jakub Lau,Mabel Sarduy,1,"28Q008, 28Q284",0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,MS: Unscreened,0,,,,Good Standing,28,QFSS
28Q303,The Academy for Excellence through the Arts,K-3,EC,Barbara Leto,Mabel Sarduy,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K: Non-Zoned School,0,,,,Good Standing,28,QFSS
28Q310,Queens Collegiate: A College Board School,Middle,EMS,Jaime Dubei,Juan Mendez,1,"28Q325, 28Q328, 28Q350",0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"MS: Limited Unscreened, HS: Limited Unscreened",0,,,,Good Standing,28,QFSS
28Q310,Queens Collegiate: A College Board School,High School,HS,Jaime Dubei,Juan Mendez,1,"28Q325, 28Q328, 28Q350",0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"MS: Limited Unscreened, HS: Limited Unscreened",0,,,,Good Standing,28,QFSS
28Q312,Jamaica Children's School,K-3,EC,Suzanne Wasik,Mabel Sarduy,1,28Q040,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K: Zoned School,0,,,,Good Standing,28,QFSS
28Q325,Hillside Arts & Letters Academy,High School,HS,Raquel Nolasco,Juan Mendez,1,"28Q310, 28Q328, 28Q350",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,HS: Limited Unscreened,0,,,,Good Standing,28,QFSS
28Q328,High School for Community Leadership,High School,HS,Carlos Borrero,Juan Mendez,1,"28Q310, 28Q325, 28Q350",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HS: Limited Unscreened,0,,,,Good Standing,28,AFSA
28Q332,Redwood Middle School,Middle,EMS,Judson Hamilton,Mabel Sarduy,1,"28Q072, 75Q993",0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,MS: Limited Unscreened,0,,,,Good Standing,28,QFSS
28Q338,Queens Satellite High School for Opportunity,High School Transfer,HST,Thomas Mckenna,Kathy Pelles,1,79Q950,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,Transfer School: School-managed Admissions,0,,,,Good Standing,28,AFSA
28Q349,The Queens School for Leadership and Excellence,K-2,EC,Tanya Bates Howell,Mabel Sarduy,1,"28Q358, 75Q277",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K: Zoned School,0,,,,,28,QFSS
28Q350,Jamaica Gateway to the Sciences,High School,HS,Caren Birchwood Taylo,Juan Mendez,1,"28Q310, 28Q325, 28Q328",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HS: Ed. Opt.,0,,,,Good Standing,28,QFSS
28Q354,The Jermaine L. Green STEM Institute of Queens,Elementary,EMS,Raevan Askew,Mabel Sarduy,0,,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,K: Zoned School,0,,,,Good Standing,28,QFSS
28Q358,M.S. 358,Middle,EMS,Brendan Mims,Mabel Sarduy,1,"28Q349, 75Q277",0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,MS: Unscreened,0,,,,Good Standing,28,QFSS
28Q440,Forest Hills High School,High School,HS,Benjamin Sherman,Juan Mendez,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"HS: Audition, Ed. Opt., Screened, Zoned Guarantee",0,,,,Good Standing,28,QFSS
28Q505,Hillcrest High School,High School,HS,David Morrison,Juan Mendez,0,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,"HS: Audition, Ed. Opt., Screened, Zoned Guarantee",0,,,,Good Standing,28,AFSA
28Q620,Thomas A. Edison Career and Technical Education Hi,High School,HS,Moses Ojeda,Juan Mendez,0,,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"HS: Ed. Opt., Screened",0,,,,Good Standing,28,QFSS
28Q680,Queens Gateway to Health Sciences Secondary School,Middle,EMS,Judy Henry,Juan Mendez,1,75Q752,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MS: Screened, HS: Screened",0,,,,Good Standing,28,QFSS
28Q680,Queens Gateway to Health Sciences Secondary School,High School,HS,Judy Henry,Juan Mendez,1,75Q752,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MS: Screened, HS: Screened",0,,,,Good Standing,28,QFSS
28Q686,Queens Metropolitan High School,High School,HS,Saida Rodrigueztabone,Juan Mendez,1,"28Q167, 75Q233",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,HS: Zoned Priority,0,,,,Good Standing,28,QFSS
28Q687,Queens High School for the Sciences at York Colleg,High School,HS,Ana De Jesus,Juan Mendez,0,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,HS: Test,0,,,,Good Standing,28,QFSS
28Q690,High School for Law Enforcement and Public Safety,High School,HS,Laura Van Deren,Juan Mendez,1,75Q752,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,HS: Screened,0,,,,Good Standing,28,QFSS
28Q896,"Young Women's Leadership School, Queens",Middle,EMS,Mala Panday,Juan Mendez,0,,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"MS: Screened, HS: Screened",0,,,,Good Standing,28,AFSA
28Q896,"Young Women's Leadership School, Queens",High School,HS,Mala Panday,Juan Mendez,0,,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"MS: Screened, HS: Screened",0,,,,Good Standing,28,AFSA
29Q015,P.S. 015 Jackie Robinson,Elementary,EMS,Anthony Pignataro,Beverly Mitchell,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K: Zoned School,0,,,,Good Standing,29,QFSS
29Q033,P.S. 033 Edward M. Funk,Elementary,EMS,Vincent Gatto,Beverly Mitchell,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K: Zoned School,0,,,,Good Standing,29,QFSS
29Q034,P.S. 034 John Harvard,Elementary,EMS,Pauline Shakespeare,Beverly Mitchell,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K: Zoned School,0,,,,Good Standing,29,QFSS
29Q035,P.S. 035 Nathaniel Woodhull,Elementary,EMS,Mark Dempsey,Beverly Mitchell,1,29Q131,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K: Zoned School,0,,,,Good Standing,29,QFSS
29Q036,P.S. 036 Saint Albans School,Elementary,EMS,Lynn Staton,Beverly Mitchell,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K: Zoned School,0,,,,Good Standing,29,QFSS
29Q037,Cynthia Jenkins School,Elementary,EMS,Pascale Benjaminpereira,Beverly Mitchell,0,,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,K: Zoned School,0,,,,Good Standing,29,QFSS
29Q038,P.S. 038 Rosedale,Elementary,EMS,Julia Soussis,Beverly Mitchell,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K: Zoned School,0,,,,Good Standing,29,QFSS
29Q052,P.S. 052 Queens,Elementary,EMS,Linda Pough,Beverly Mitchell,0,,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,K: Zoned School,0,,,,Good Standing,29,QFSS
29Q059,I.S. 059 Springfield Gardens,Middle,EMS,,Beverly Mitchell,1,84Q339,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MS: Unscreened,0,,,,Targeted Support and Improvement,29,QFSS
29Q095,P.S. 095 Eastwood,Elementary,EMS,Kim Hill,Beverly Mitchell,0,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,K: Zoned School,0,,,,Good Standing,29,QFSS
29Q109,Jean Nuzzi Intermediate School,Middle,EMS,Karleen Adam Comrie,Beverly Mitchell,0,,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,MS: Unscreened,0,,,,Good Standing,29,QFSS
29Q116,P.S./I.S. 116 William C. Hughley,K-8,EMS,Debra Farrow,Beverly Mitchell,0,,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"K: Zoned School, MS: Unscreened",0,,,,Good Standing,29,QFSS
29Q118,P.S. 118 Lorraine Hansberry,Elementary,EMS,Michelle Soussoudis,Beverly Mitchell,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K: Zoned School,0,,,,Good Standing,29,QFSS
29Q131,P.S. 131 Abigail Adams,Elementary,EMS,Veronica Depaolo,Beverly Mitchell,1,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,K: Zoned School,0,,,,Good Standing,29,QFSS
29Q132,P.S. 132 Ralph Bunche,Elementary,EMS,Alicia Hawkins Davis,Beverly Mitchell,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K: Zoned School,0,,,,Good Standing,29,QFSS
29Q134,P.S. 134 Hollis,Elementary,EMS,Randi Posner Marino,Beverly Mitchell,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K: Zoned School,0,,,,Good Standing,29,QFSS
29Q135,The Bellaire School,Elementary,EMS,Diana Lagnese,Beverly Mitchell,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K: Zoned School,0,,,,Good Standing,29,QFSS
29Q136,P.S. 136 Roy Wilkins,Elementary,EMS,Tanya Walker,Beverly Mitchell,1,75Q811,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K: Zoned School,0,,,,Good Standing,29,QFSS
29Q138,P.S./M.S. 138 Sunrise,K-8,EMS,James Mc Enaney,Beverly Mitchell,0,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"K: Zoned School, MS: Unscreened",0,,,,Good Standing,29,QFSS
29Q147,P.S./M.S. 147 Ronald McNair,K-8,EMS,Afua Hill,Beverly Mitchell,1,75Q811,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"K: Zoned School, MS: Unscreened",0,,,,Good Standing,29,QFSS
29Q156,P.S. 156 Laurelton,Elementary,EMS,Estelle Moore,Beverly Mitchell,1,29Q289,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K: Zoned School,0,,,,Good Standing,29,QFSS
29Q176,P.S. 176 Cambria Heights,Elementary,EMS,Arlene Bartlett,Beverly Mitchell,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,K: Zoned School,0,,,,Good Standing,29,QFSS
29Q181,P.S. 181 Brookfield,Elementary,EMS,Dina Wheeler,Beverly Mitchell,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K: Zoned School,0,,,,Good Standing,29,QFSS
29Q192,I.S. 192 The Linden,Middle,EMS,Harriet Diaz,Beverly Mitchell,1,29Q259,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MS: Unscreened,0,,,,Good Standing,29,QFSS
29Q195,P.S. 195 William Haberle,Elementary,EMS,Beryl Bailey,Beverly Mitchell,0,,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,K: Zoned School,0,,,,Good Standing,29,QFSS
29Q208,P.S./I.S. 208,K-8,EMS,James Philemy,Beverly Mitchell,1,75Q993,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"K: Non-Zoned School, MS: Unscreened",0,,,,Good Standing,29,QFSS
29Q238,I.S. 238 - Susan B. Anthony Academy,Middle,EMS,Peter Leddy,Beverly Mitchell,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,MS: Unscreened,0,,,,Targeted Support and Improvement,29,QFSS
29Q243,Institute for Health Professions at Cambria Height,High School,HS,Gareth Robinson,Kathy Pelles,1,"29Q313, 29Q492, 29Q498",0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,HS: Limited Unscreened,0,,,,Good Standing,29,AFSA
29Q248,Queens Preparatory Academy,High School,HS,Tashon Haywood,Elaine Lindsey,1,"29Q265, 29Q272, 29Q283",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,HS: Limited Unscreened,0,,,,Good Standing,29,QFSS
29Q251,P.S. 251 Queens,Elementary,EMS,Relda Barry Grant,Beverly Mitchell,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K: Non-Zoned School,0,,,,Good Standing,29,QFSS
29Q259,Pathways College Preparatory School: A College Boa,Middle,EMS,Fia Davis,Elaine Lindsey,1,29Q192,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,"MS: Limited Unscreened, HS: Ed. Opt., For Continuing 8th Graders",0,,,,Good Standing,29,QFSS
29Q259,Pathways College Preparatory School: A College Boa,High School,HS,Fia Davis,Elaine Lindsey,1,29Q192,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,"MS: Limited Unscreened, HS: Ed. Opt., For Continuing 8th Graders",0,,,,Good Standing,29,QFSS
29Q265,Excelsior Preparatory High School,High School,HS,Lilly Lucas,Elaine Lindsey,1,"29Q248, 29Q272, 29Q283",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,HS: Limited Unscreened,0,,,,Good Standing,29,QFSS
29Q268,P.S./I.S. 268,K-8,EMS,Lissa Grant Stewart,Beverly Mitchell,1,75Q009,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"K: Non-Zoned School, MS: Unscreened",0,,,,Good Standing,29,QFSS
29Q270,The Gordon Parks School,K-8,EMS,Chayvonne Harper,Beverly Mitchell,1,75Q004,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"K: Non-Zoned School, MS: Unscreened",0,,,,Good Standing,29,QFSS
29Q272,George Washington Carver High School for the Scien,High School,HS,Janice Sutton,Elaine Lindsey,1,"29Q248, 29Q265, 29Q283",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,HS: Limited Unscreened,0,,,,Good Standing,29,QFSS
29Q283,Preparatory Academy for Writers: A College Board S,Middle,EMS,Charles Anderson,Elaine Lindsey,1,"29Q248, 29Q265, 29Q272",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"MS: Limited Unscreened, HS: Limited Unscreened",0,,,,Good Standing,29,QFSS
29Q283,Preparatory Academy for Writers: A College Board S,High School,HS,Charles Anderson,Elaine Lindsey,1,"29Q248, 29Q265, 29Q272",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"MS: Limited Unscreened, HS: Limited Unscreened",0,,,,Good Standing,29,QFSS
29Q289,Queens United Middle School,Middle,EMS,Richard Roder,Beverly Mitchell,1,29Q156,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MS: Limited Unscreened,0,,,,Comprehensive Support and Improvement,29,QFSS
29Q295,P.S./I.S. 295,K-8,EMS,Deon Lavigne-Jones,Beverly Mitchell,1,75Q177,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"K: Zoned School, MS: Screened",0,,,,Good Standing,29,QFSS
29Q313,Benjamin Franklin High School for Finance & Inform,High School,HS,Carla Theodorou,Elaine Lindsey,1,"29Q243, 29Q492, 29Q498",0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,HS: Limited Unscreened,0,,,,Good Standing,29,QFSS
29Q326,Cambria Heights Academy,High School,HS,Melissa Menake,Juan Mendez,0,,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,HS: Limited Unscreened,0,,,,Good Standing,29,AFSA
29Q327,Eagle Academy for Young Men III,Middle,EMS,Cedric Hall,Elaine Lindsey,0,,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"MS: Limited Unscreened, HS: Limited Unscreened",0,,,,Comprehensive Support and Improvement,29,QFSS
29Q327,Eagle Academy for Young Men III,High School,HS,Cedric Hall,Elaine Lindsey,0,,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"MS: Limited Unscreened, HS: Limited Unscreened",0,,,,Comprehensive Support and Improvement,29,QFSS
29Q355,Collaborative Arts Middle School,Middle,EMS,Tammy Holloway,Beverly Mitchell,1,"29Q251, 29Q356",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MS: Unscreened,0,,,,Good Standing,29,QFSS
29Q356,Community Voices Middle School,Middle,EMS,Ryan Branch,Beverly Mitchell,1,"29Q251, 29Q355",0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,MS: Unscreened,0,,,,Good Standing,29,QFSS
29Q360,P.S. 360,K-2,EC,Rachel Thomas,Beverly Mitchell,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K: Non-Zoned School,0,,,,,29,QFSS
29Q492,"Mathematics, Science Research and Technology Magne",High School,HS,Allika Thompson,Elaine Lindsey,1,"29Q243, 29Q313, 29Q498",0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,HS: Ed. Opt.,0,,,,Good Standing,29,QFSS
29Q498,Humanities & Arts Magnet High School,High School,HS,Kayode Ayetiwa,Elaine Lindsey,1,"29Q243, 29Q313, 29Q492",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"HS: Audition, Limited Unscreened",0,,,,Good Standing,29,QFSS
30Q002,P.S. 002 Alfred Zimberg,Elementary,EMS,Amy Goldman,Philip Composto,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K: Zoned School,0,,,,Good Standing,30,QFSN
30Q010,I.S. 010 Horace Greeley,Middle,EMS,Clemente Lopes,Philip Composto,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MS: Limited Unscreened, Zoned",0,,,,Good Standing,30,QFSN
